	Cycle	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
	11	-3.45332425689412	1.42235268770582	-196.834450057266	-237.040891367645	2.45408363585466	3285.26266796656	3265.88780354912	3496.33580833951	2.78359350436449	3.69243064273996	1.00261766899121	-1.63941796292238	1.76276141830567	0.866869966825561	5512.93794779976	5484.98051738003	0.456172271211926	4236.49612866959	4455.35186310955	4336.30299261772	0.11050537705114	-0.570190127119076	4.05226488242806	3.89206705520337	0.23096749324759	-1.80911214825483	3695.80397404517	3729.24021714842	-0.809398827783752	4387.98892990447	4276.94529413691	4598.78474043065	2.63086620574995	1.91677277084409	-0.98539654979686	-4.28918518717273	4.93368854617529	-0.466690924336945	809.121111165896	933.253797967601	4.29779864646389	4452.85714805513	4593.80845974814	4756.70920435937	0.981402584560783	0.86131669647466	1.42009181892172	4.68580282650919	-1.53913905671516	0.464788433403101	67.6123042256872	62.9326872908141	0.902667901669247	4374.7789045597	4474.23043977753	4491.69128808705	0.731355694602826	1.8235153965129	3.86795794687032	1.15403040757974	1.57563467106047	2.86176803403259	-5.01189514042335	-2.06517011016876	2.51304944340382	4022.79103709225	4117.25906809141	4226.26801109297	1.07817445922183	2.35289996784513	-0.573968431403955	0.182861505230449	-1.42673309958809	-0.411235885568203	-8.55621663595821	-4.45645735937296	-3.74046798665404	1856.71845546617	1714.5403759665	1691.41333225725	2.8702114644525	-0.260052272668418	2.92424690966345	-5.00244655434199	1.14684288998205	4.99548756253444	-3.40005646906411	-1.85445812162106	1.02770200876421	633.402045635627	428.462693788943	330.699064984269	1.17774142242524	-1.04144185635369	0.334882503672361	-0.214643792368861
	12	2.54800669564884	2.44265462297017	-157.678812038062	-147.166588606	-5.75169248657949	3705.83994253086	3637.74733045888	3894.06329821595	3.75644237858751	0.972464249827681	-1.34272371040652	-0.646438641158056	0.400374412144174	4.4112121712069	5714.48937675629	5693.1688173056	-0.785419526440364	4518.45097513434	4773.99043453855	4676.86261597	-0.66580083906365	4.92129742039197	-1.65530517973821	4.91400885855091	-0.240749736683938	1.82840216375553	4293.38766703026	4313.16927884354	3.73557566401951	4785.57661404355	4655.64766163109	5015.87955161625	0.0548956984571305	3.32255225133531	3.24287234501708	-3.09509816540958	0.992013640145615	0.151445258085005	1400.3047901114	1602.90824266717	-2.94869045958558	4776.80980058702	4930.88123047184	5125.80480435453	2.02782117271863	2.8792167169463	0.96187398504162	2.02880687990682	-1.85814857483001	-0.499605718950079	138.935366889276	150.528723903364	0.129384719241898	4780.97845955522	4860.73949461986	4914.45896091317	3.28667436077694	1.24201493231294	-0.0786275836580899	6.73373914325703	-0.595954976178291	2.94619077103653	2.95729906858196	-0.119253990965262	-2.32462803062344	4397.93632395954	4480.29587758502	4582.77768086488	-0.450985863804817	1.78525461866047	2.07812633254844	-0.71953531337158	2.69772919393108	1.52518802036457	-15.2521349105341	-12.0228607168851	1.63509956335838	2741.65365894284	2614.09031850622	2589.20221020069	-1.69135047470991	5.06257975839117	-1.73945420860537	4.12646168033052	0.0360334834335845	0.6992623961155	-6.52965633909116	-6.25977200499574	0.732287042646931	1132.64337551413	841.704411269267	663.886660964949	-0.0625172818363353	-0.664263886940716	-1.90780594530543	0.896584047550277
	13	1.02055484425091	1.91281980407575	-94.2901253552109	-70.0654907297358	-2.14282713099692	4055.02118993882	3946.35921764644	4247.20919138751	1.65389016055769	5.14045017636363	2.44956934502079	-0.469615952423737	2.57401588986795	0.269002422685844	5875.75665879176	5851.54017245959	0.27319946747275	4744.32000401356	5026.11761145967	4953.32005686178	2.435063684341	3.06639988176903	5.80414289783448	-3.63041948163027	-0.2128240203715	-0.367884327522006	4802.64850007561	4809.80029800552	5.07420310840416	5120.48978093436	4972.39875080837	5367.66745290971	1.44827017845364	1.79777588606839	1.00577614626991	0.148280862323645	3.29404670804024	1.38675874501769	2211.18432553273	2502.27286132248	1.35586307153881	5040.0160969317	5205.22696984683	5429.90415068404	2.31124182100439	3.72640625185613	-1.65170939390919	0.476682670459468	-0.259299736572757	-2.30478507318094	302.856727631766	325.427916292384	2.32640447883296	5123.08073301627	5180.16283839864	5268.89698814343	2.67514922857799	3.46012435870625	2.80958051210291	1.91799719991104	2.02966166328542	2.47927495193653	11.203016020896	13.1031327998339	4.80912973346267	4713.74549455309	4791.30808866292	4884.98506330718	3.23672115916179	1.46608958290835	0.539462836790335	0.743385866350309	3.05085043981489	-0.0222332532948712	-12.9705740689988	-10.9943812406959	3.02864207083303	3405.08892280117	3359.77217985232	3347.01449516994	1.31708056962771	2.5513761178895	3.80965378712426	1.45340849223521	0.843813974907334	1.68549947688007	2.18245230991033	-7.30145738642523	3.84097921638477	1899.26000807591	1536.01467186542	1246.26026422179	2.53440380994516	0.974335732506006	1.39581054096107	-4.14274644982061
	14	0.885950291320114	2.21156929008384	-55.068022873591	6.35461529966778	-1.04340275470759	4363.89985781693	4209.48125590022	4535.82269250596	-1.10510587825092	3.94623922456685	-1.69512035018215	-0.685881284386596	0.226474201492692	2.47339262187461	6010.13435711438	5984.98507389737	2.09431434515272	4932.53656666311	5236.57466588589	5177.71200431194	2.06670486767644	0.306340198339058	-1.87542934998191	0.928029753250939	1.4586212473173	2.04770252077606	5236.84968118063	5228.96277102072	5.38866425695733	5401.09485177437	5246.61242354376	5663.76267431936	-1.57492176641472	-5.28574337420105	-0.0754867305754487	-1.5218633232148	-1.78957585868147	3.31995080677962	2888.52720736488	3216.69182433129	1.57476011512654	5259.76925750336	5429.95656440919	5681.21130361258	2.16158114674226	-2.94300238606638	0.177841643637748	5.41601791961921	4.87679043344679	-1.36303083190342	606.45278390975	661.528643679486	2.18492026586182	5402.82746165482	5449.78584343955	5561.2293218756	0.459597489499174	3.16758377115866	1.09761096864213	0.163997567580736	2.17168168361559	4.57469770562102	38.5832599537034	41.6758005440161	0.379411115843595	4978.61120296838	5053.60218433487	5139.20554021152	6.37235049052651	3.51369967822575	-0.329601202703088	2.33846839600028	4.62588146182543	3.51796865877532	-8.573320386673	-9.2552472751604	-1.18849767118536	3971.80643514422	3871.54227355603	3855.01324455588	5.5483992843474	-3.61290326932885	1.63026960504567	0.949375228854024	-1.44918253909646	-2.41346774185786	-7.29394213588103	-8.15873317753585	3.07151699431006	2654.95779003944	2314.19895543913	2067.4656726385	-2.21555484924511	0.944291095103381	3.0958864491663	2.4494340737665
	15	3.14130830788872	-0.657971033259855	-5.25542413182848	14.3388532116442	1.42158458523318	4596.3706537465	4405.85127089623	4759.2826944617	-1.61801097863781	10.8333620517205	2.80676781130705	3.82825814905391	0.178191772363334	-2.03799026065462	6116.24389914421	6086.45973314548	5.72846199953074	5076.07027597782	5396.88233173374	5348.02065936956	3.23557688961864	1.59243993098107	8.0676123730841	1.75270790537797	2.99694730816191	1.8343906553514	5552.40027365475	5534.21407734999	1.32437691657515	5610.5097990017	5455.40148471936	5885.43080253155	-2.54832272519843	4.03092924993507	-0.76293138613255	5.62429220613512	0.865315277887476	0.152127266871048	3404.90588816705	3772.39539705275	0.346416685965323	5425.67078146913	5600.71196322446	5871.4345112236	3.8507896634851	2.2015143717922	3.95111026669974	-1.02597723163217	0.101723272468462	2.61341260921881	1123.90897425231	1251.86107970129	2.2131720515199	5615.62034567132	5646.2473014423	5779.24412390576	2.92274152581786	2.11204339311826	-0.194697708915101	1.60440314331481	-0.762405488168497	-5.03965076303984	90.3022227161991	97.3726160239503	-3.31608846043218	5179.05497951534	5254.7337753348	5331.01940936239	1.79242523794437	0.501491935964623	3.38664781303351	-1.65395650651681	0.456864705880434	6.0440202693876	-0.523384187804822	-3.25943985625872	-0.531615955079815	4421.3446677416	4330.19258571263	4311.61328588388	1.93223912233771	-1.83946687284015	-0.0104590687815289	0.273675654121689	-2.03424154452796	4.00106667177488	-8.91296927145822	-4.32451071616924	-3.53270488506314	3165.38221966204	2876.64118394123	2753.79179352467	5.09932915434047	3.33149942421596	1.35332992439317	-4.03542152435966
	16	1.69212377737767	3.04464214452582	11.9272999659661	50.1096455678853	0.286637433768192	4777.38953500246	4565.85165562655	4917.27231462221	4.38930178955161	0.150567672453235	-1.36498862563121	-0.225186657306494	0.525405965388472	2.06036135934164	6195.85401716341	6166.4032716621	1.58385480764355	5188.54905491079	5523.44930527821	5481.93865264743	1.75064180254685	0.026744082017558	0.756494058974567	4.24869834085348	0.107961883540611	3.69961488529088	5785.96986675802	5757.44113243916	2.69055074053131	5780.48971444688	5626.55934503259	6064.85524778616	4.69347926980572	0.96845214984296	0.876897247986562	1.0757762883627	2.99713309472554	-0.464835430705534	3884.22427000835	4278.87365014023	1.79991254595234	5559.75507858361	5736.71062395558	6024.61887712594	0.363348148173827	4.23282002493215	-0.974394287808082	3.75558880197559	0.426463307613176	-1.83336876686508	1828.94316256305	2140.4284711614	3.13632518414897	5781.92450740252	5803.43986616698	5945.34231597814	-0.172366931244142	-0.492656992887078	4.11343373327463	1.74314617784512	1.74493266341142	0.182867980407536	194.353187082827	222.789734072773	3.59552783163235	5338.77087576663	5410.42781731676	5479.39787074718	-2.24617593124412	2.54910205637634	1.78140970628738	0.835069832192403	-1.33197765501063	5.81263798502096	6.72566683264358	9.57255274910904	1.32279685990534	4785.38035220057	4703.65134142146	4687.33218063501	-0.512248437929429	-1.33964497829356	5.0116975614792	6.07797121005842	1.46779188258643	0.506109811594797	-4.47105125362214	-4.44561046140643	5.87065190588373	3617.27688751345	3290.88640109645	3233.57487248762	4.55549283114988	4.30147322440189	-2.84769780286388	-1.08388045036236
	17	5.86777159967596	3.56652059141197	36.1268212193918	63.2613300730391	3.25247842280533	4912.31052492305	4682.75071061284	5048.22005800004	-1.99813494987711	-3.33142187850353	2.53337890580769	1.4369098887928	2.54103498738232	-1.08402615370687	6259.95218414024	6224.23700365162	1.86630826426426	5273.86745691121	5622.03705996681	5587.93416063828	2.67029326977763	2.10217652767869	-0.53646615414209	4.12699680198102	1.90963274739715	3.14417629577792	5960.64136680013	5921.07757055383	0.177854820642551	5908.54185341329	5760.91525967055	6204.11736841652	1.73588734513123	2.5968646043093	3.54186231253925	2.96580379479656	-1.35201130533051	-0.569706153250081	4283.95407066042	4693.8001718783	1.87371704579391	5661.18999337	5844.91815132809	6144.90415712288	3.76094243017496	1.34743973726154	-0.696437198257172	1.76892857587745	-0.70748373214883	2.236463854043	2443.24388007817	2977.92559162963	-2.17056646399215	5915.21578509402	5923.69409628504	6077.77964071809	2.37002853088143	1.37089911324438	4.08303462702679	4.83878409403314	4.02891994591118	4.81479853827113	397.088073656029	442.513695873935	2.06856379177407	5462.36304914652	5530.32716845267	5593.83439397824	3.70175232826068	1.12628433376221	1.84555409376935	-0.448704187929252	6.01273263742132	1.95305669955269	34.2266445857199	27.0151240517203	2.53150352640978	5070.4318957478	4994.21838387227	4980.0546699133	3.4159752569135	-4.2324700086142	-1.5708385603275	-1.37936580908809	2.48625669878402	3.42532448577003	-9.15200787344702	-2.76644799062524	5.60230405030097	3979.79267678818	3647.51142804391	3653.96337097873	-0.810905615257525	1.37939788852191	-1.02813496497402	3.85184828878937
	18	1.52730491798138	-0.459587699870553	46.9189592834009	66.1735217940331	1.60424965952689	5026.09892624864	4784.14159171663	5166.113221666	-2.98337225231353	-2.02937454100174	0.463095656797577	5.63551023991931	0.402249538451542	4.08995903094001	6314.42164885502	6275.62700250448	-5.55118784951446	5346.06559338005	5701.04731370736	5672.9022533892	3.03715137027893	1.64037869319736	-2.13154380038486	-2.91971424734174	0.701263320228918	-1.12919225342193	6103.31185134156	6051.15805809679	0.910774565240899	6015.94324453729	5876.29809699751	6318.47523439472	2.69424303630649	-2.69974077980032	9.79284525260255	-2.07016124738675	-0.785428186382887	0.0620981111846959	4600.36703398833	5016.85017013967	2.90559293265596	5746.15369687009	5934.77505666759	6241.30576056379	1.08747970966715	-3.20633627557572	3.33945470493109	-1.4786676977983	2.49491162317145	-0.962785900757808	2917.1478295196	3556.50539924114	-0.671183801546704	6026.43712494965	6030.105467502	6186.46009204382	1.77069448770499	0.367298153303182	1.9109241537376	-0.489766555066581	1.31868379268144	-0.923354951054989	762.82413682966	862.626920186997	0.371635343761682	5567.39034327176	5630.9910595689	5691.09011311562	4.40550871963796	6.93232363604739	-0.759449088388919	3.51048502776757	1.06852495436397	1.44394201683281	83.4240812073049	75.6705298065913	-1.35814717261292	5291.67907358774	5223.78888178454	5207.25497238309	2.02126331879845	1.87754507231966	2.93899138873439	4.33226871426359	-0.241001277084251	1.92725906361648	-1.9644930823988	-0.785222438375513	2.40096916267794	4277.46565246027	3945.23798874371	3998.16334422501	-0.291068848600844	-0.0837418630858338	4.15383840245931	2.4268217808085
	19	2.44319499037238	-0.463696462036296	70.3841852806891	88.3425365774092	1.12671513281066	5113.07707748458	4866.87063950457	5260.20975054137	5.31025254267388	-1.55469566812781	2.58674398146968	3.0529528704451	4.66565124487852	4.44159894240101	6358.11427537774	6319.47259978438	1.1590639816859	5403.04045419694	5763.45830930012	5742.15137208659	3.48373074883966	-2.36939796843262	-4.98806202588548	1.88843537955336	-3.83076513030983	2.00940208451266	6211.22989920051	6152.5049045125	5.51011952556746	6099.60077890496	5973.02325278691	6409.8207624682	2.18219101669229	-1.41247137099799	1.44469236069244	3.10643833658378	8.82420995975826	-0.200310337446354	4832.01311306492	5251.25623974005	2.13886042852982	5810.34753672617	6006.35501380807	6316.79310199636	0.91075231855848	0.808422291370334	0.924114151815957	-1.08683984824802	5.34371557468648	-1.86061449407816	3370.7250927032	4098.86991125519	1.31660619156628	6111.2641484033	6114.31052052131	6269.52620271953	1.58005108063935	-1.42246461397053	3.54990425691039	3.01406869385664	6.24498761351833	1.64561901352636	1389.57649523556	1562.62883569746	-0.195786834986393	5647.00427267975	5711.53827148045	5771.63260553901	1.92996949021017	-1.48160002541545	0.0545210243180918	5.01363829864204	1.25021282706712	-0.812104779892707	184.323182177667	172.742017599118	1.6260101418693	5458.93788676973	5396.60676396556	5383.41518986936	-1.09355999524314	0.997192556550544	-0.330877309222615	2.77749881015552	1.39511358055643	1.79739434306202	10.7694534230318	7.85925707151637	1.42277400630519	4501.12168959676	4161.84272631968	4268.59185427498	0.63744390481861	2.82969438406144	5.46034603439648	1.69870930009256
	20	-0.610001709795597	5.57718435174365	58.795036623741	109.115060460887	-0.390811309168839	5188.67058726332	4946.61717628876	5334.74757514776	0.539529291303552	-0.371646401340968	4.42094211929452	0.535756471562763	2.54100825567093	1.16578904308835	6397.35718760359	6363.89352919512	1.25742673313061	5454.41781835997	5820.74493904929	5805.72893914508	2.48309328888763	-0.202278248670154	5.38951550598404	-1.37401050359313	4.25290844604615	-0.936462180257877	6302.76069531338	6242.27025178524	1.5245943094942	6178.41866739448	6057.96527346928	6487.00489674526	2.39144776550029	1.72779368374813	4.25304051978083	-3.13925303687392	1.76788286013925	6.17360787195457	5015.87575937233	5432.87129952303	2.01514398864811	5873.66646340791	6069.95877006079	6383.0210039309	2.73188185516574	2.68099567890067	2.47593388311316	3.9573449405525	2.01393019425268	3.90347232456543	3782.68223828998	4574.25428565416	2.48850110861349	6188.16767622123	6190.48282828459	6337.73414785201	0.323548631507038	2.31944541341727	-0.0945558692246777	3.54638603308968	-3.7596948590076	3.17581995563114	2131.89828335392	2420.62290079395	0.393352647184656	5722.49735253447	5784.93312903849	5849.1364573659	5.70888323193685	0.526275356878159	6.10999572108585	-0.844218950515824	0.643072515180847	4.98613300336592	368.727039958603	348.257930574227	-0.174113757764644	5600.56656389763	5539.22952257477	5529.48090626083	-0.31998177917967	-1.90806912749804	-2.62901831376712	2.45610822633444	4.76549909603636	0.693873872160566	22.6471209166962	25.0721523865905	0.455811790990992	4681.20354604837	4337.97499519251	4478.76929460865	1.59084044287647	4.90233866779136	-1.09380489371824	1.29857286116567
	21	3.05380296769863	-0.0651594387145451	73.3101016040737	99.8346225449332	2.24582743468773	5248.27801227099	5000.53891303137	5387.03940930684	-1.41769639066388	-2.91920996083218	3.85105458874887	-0.613467509045222	3.21668579358447	-1.15026059248294	6427.4652409395	6396.94985604925	0.607394255927375	5492.37632563247	5864.6212600438	5857.11818957375	0.577765852999619	4.35673791753516	3.37402832779117	3.59190888747708	2.20470924588426	-3.31710665927494	6371.28732058948	6309.31168015555	1.20797868191994	6237.42160961636	6126.81184996637	6550.68643182783	0.577983013793073	1.72779454395322	3.93502105691732	5.34830478452204	1.33564745492458	1.58730118755784	5154.95788535661	5564.16425907064	3.62641016446742	5921.30160372867	6122.78946597924	6440.4642899797	1.51758492175031	4.23875066981827	2.03234239235871	1.27499171554791	2.65445341650093	4.33314955113974	4100.67680277303	4946.24900523346	2.91128020216274	6249.39612731468	6250.06840296138	6394.88416234733	-1.37821627438325	-0.102612628877523	3.96387667471254	1.47782461142151	-0.0557982393747807	2.59038674289377	2714.47897528753	3099.55869415229	6.28032400327402	5781.2107989207	5838.77987086338	5911.51687167569	0.250117072099329	6.17429096202613	0.759264740228446	3.089847045243	0.497273640230105	1.44257359444327	722.703820380324	682.807697759287	-0.594063863080009	5711.1479415726	5648.82494613682	5641.68744974885	3.20125420177101	5.79305083239933	3.58969695619362	1.5446072704508	0.88237618141784	4.3885096268632	53.8985907325255	54.4816957980497	4.16899406077846	4815.41427417637	4460.15359909674	4637.5423952344	3.91245330756601	3.42603774796044	5.16792221233709	-3.01823986166619
	22	1.01232804367964	3.6635617623956	68.6481574574746	101.787007788524	0.190129715361309	5297.61422269547	5048.70041340983	5431.87209762634	1.49935274416021	-2.18264491386026	-0.0461327421339774	2.92796457748409	2.20861928268278	1.3699349934318	6455.92279425629	6425.48641864291	-1.9221845119896	5527.99596214763	5906.10708264302	5900.24234522481	2.23311268625002	2.96197970220192	2.0805883938433	2.64284093036304	2.92809693985555	5.41877474379544	6431.89927232171	6367.12427052615	1.33761979534574	6287.90965930979	6178.13677457453	6601.48565358653	-4.19382718662655	5.86563765430583	3.07663787582442	4.62306980717312	3.97883241494492	0.0895868028114819	5264.49331198177	5667.72871435036	2.64776475778763	5962.80043590908	6162.64543429	6486.15993698464	4.62598355017872	2.16782589935701	-1.65952888731408	4.04505658331345	-2.50101573428083	0.489654472458369	4344.42394209714	5224.44538596323	-0.805962102836475	6305.14997988274	6299.7153418928	6444.72846803918	5.53928411409106	0.196174147142301	-1.41555675597192	0.393922684073004	3.50230256571149	1.22904698082903	3172.67402387707	3619.66659915321	1.87449554029536	5831.34832580906	5886.84990032349	5964.43198888868	-1.67504318445208	1.04573186846983	1.95266940847932	1.58173661546653	0.0737502183674223	-2.26069609626757	1328.5343206949	1270.78716707397	2.36302786045417	5803.50225994834	5738.32299862921	5725.1006979981	1.18936451578338	5.98928065388736	0.305680569663309	2.94526573672874	3.07010257576258	0.70898642827342	121.446324315165	119.005573828253	2.91331590999744	4921.54573530902	4563.98664510769	4768.46837019259	3.80121193473997	4.1572780734532	0.624535238775024	2.41640065106549
	23	3.79511308053588	-2.51695312805487	62.7405347414278	80.8233660958049	3.07744380789381	5345.59149775383	5094.96945707522	5478.4041712112	-2.62616241861269	0.802198209803464	-3.25786228377092	5.58934257887404	1.38609936827106	2.74646475509417	6480.04286546278	6452.07259855052	-1.42832994132186	5559.71220087404	5939.509931638	5935.22629990384	0.300474503441819	2.88155864746432	3.45701624701815	-3.99519850565139	1.32735742879822	3.30197454918834	6488.4363993021	6414.51452392862	-1.35845730992469	6329.60526618621	6224.9928398958	6650.53211763152	2.21986983910347	4.17065727315639	1.24652148079167	0.744646885078964	0.656032207311	-0.829745725151042	5356.21190992807	5756.76190361942	1.77617849952276	5998.98509453448	6203.2193437348	6530.83438208382	1.57185961623372	1.80699073169717	3.03449707143272	1.92794162699329	-1.7288157107032	5.47976284858896	4536.14092103823	5435.65168655118	1.09014168619842	6350.89767808969	6347.33351120819	6495.75919858423	4.63953429625644	3.99197741587614	-0.511532473023635	2.53148235969638	-0.890259891247297	4.29742103122908	3600.84001971017	4104.05458225131	0.546026756514038	5876.39504440367	5929.6581010002	6009.61005987818	1.80319172974032	-1.8089625673033	1.2282081482299	2.59841464257306	3.43666978157444	0.884717582617668	2128.59257214238	2120.01994929284	0.459024006900563	5879.52473439964	5819.49292633775	5801.98216509124	2.0426681029553	-1.43641890055551	-1.25506266472166	-2.96047075511297	-0.983957400968393	2.61573420711466	239.461599451325	246.415159846002	-2.11298712570715	5013.2599440045	4644.25118782232	4880.06210960803	1.2078400106916	-1.74655754843207	0.380905551217893	2.70123018875711
	24	-0.505857818487584	-1.32595777847882	69.6839602456703	91.6750831715945	-1.04120987283932	5385.3683433747	5134.88171918356	5516.62120747167	2.07925689890772	3.95724359230735	-0.936942727369114	-1.57997737091637	-2.89343267381855	0.601851039796657	6503.98313490203	6478.3827378028	-3.11640625534119	5586.54352291	5972.0846684424	5967.1176142433	4.80785082099237	-0.0509002445364786	6.59281011067105	-0.698892892554341	5.17856457804464	-2.1416263695246	6537.85935310625	6460.81428258611	1.60931411273668	6371.36654045352	6261.71623067389	6692.14870921714	-1.5916752172111	1.56807578499365	-0.648945056007506	0.873853271132703	1.16993386787681	1.90376574884704	5430.37267613365	5827.95261073019	-1.93574583236386	6033.19815950295	6236.35915582183	6563.10252165491	-1.96922010542448	-1.82748836248356	1.13124035101237	2.55605565291535	-1.43040389973567	2.03154035767693	4683.31087212586	5598.87596191714	4.15403904517916	6388.63742406541	6389.53273507601	6534.15147971083	1.0703856869095	3.63310952378788	-4.18257128669165	2.24910407582502	4.78491134377055	-0.704078570408001	3964.6752896048	4512.41561430527	2.14762316181304	5913.05275899817	5967.48108015909	6053.4212764107	0.575914135873518	1.49958824612213	-2.24318899931131	-1.12944054214813	-0.57409949030307	-0.451776023501679	2840.92689668606	2932.78282055367	-0.657353024535951	5942.73806111085	5883.45957838258	5866.83414509613	2.71187306439742	3.88499513035322	-2.68583756089765	8.38988813957894	-1.79215246744252	1.10521941544994	469.866965940143	481.183048608066	0.784777943099925	5087.13166997633	4713.33612909758	4970.87792749027	2.01687361990435	-2.77589039208124	-0.481363861542377	-1.64191730429229
	25	-0.694581135646786	-0.541935630989883	68.9381932670049	59.2879176534498	0.622738186384595	5419.85322397908	5167.09296786349	5550.52768235696	0.304928369126628	6.31075769889867	3.13065223367084	-0.00931861962772018	2.65750418222024	-0.821207347014933	6522.32500125206	6497.9555451604	4.61876405499333	5607.11984305679	5996.42387706017	5993.15204906642	-2.06657916441009	0.722631575317791	5.25937820223226	-0.768159572323384	2.82776944047009	1.12793143658155	6582.10430188451	6498.3001102322	0.384627401507259	6407.20493595872	6296.75285636275	6724.3992985896	1.92951472023378	1.15963106169193	5.51035143330591	-0.600479803358212	-0.365935095250734	3.25760030440415	5496.1618561468	5890.43018228253	3.34126595239877	6061.44510186874	6267.47081588908	6593.10158792186	-1.22589524557361	0.0850758937558567	0.147048395182537	2.1987792758664	1.79783861197848	-1.56225508828948	4808.06917955771	5727.86070281319	2.5921617254171	6422.61835364978	6424.3635536709	6570.48927442037	2.28503022406676	2.052076903537	-1.41262943966331	-0.161814926533225	-0.502546978403188	0.246741346737508	4247.6167446141	4825.29020777377	1.82989385146448	5945.83818671121	5997.69473202166	6094.41135185911	4.95908089439126	0.327207033208197	1.44721144674531	4.05239795104171	4.21997586743873	3.04722574477319	3346.7291497541	3497.65515821584	0.302142033899599	5995.54725106197	5939.75610939213	5923.79198989581	-3.32130132923794	-0.216582174743962	0.890056876071867	4.70462339417054	0.565291808315123	0.632775216224672	878.360569746667	891.671657912638	1.9470891246915	5156.37746629217	4760.28138114765	5042.09462348841	1.48621502405149	-2.34628820856688	0.784178364073341	-1.21419232733433
	26	3.12699319525973	1.45277242529392	36.2737075079649	52.9648690450231	-4.07384115157447	5425.41700580478	5193.60908232284	5586.51043544467	2.28998196922976	-3.11037059839737	1.53587493885016	-1.34313453562572	1.63722457450967	-2.20454115564507	6543.97441194177	6518.18576475184	2.99602599908121	5627.79223902707	6020.65806878797	6016.43556157971	1.92870912460467	1.65515194038289	-0.855180987112817	1.74075551668921	1.76544502368824	1.40205309814928	6616.01110189949	6533.25382785003	1.73690273493048	6437.72941180525	6326.87449652296	6753.54392403038	-0.357257176301118	-0.457562667214461	-3.29745368022304	0.436082093830464	-1.36243292005656	2.50993726163006	5551.48998837372	5945.48699378288	-5.03545089723002	6087.12026838406	6291.20105659687	6618.49616751443	3.78937372339806	-3.95638999406674	-4.67335760172409	2.22435029720964	3.9107121634288	3.95310027201685	4909.96469229555	5827.5083414918	-0.191162539204925	6454.56234572427	6455.53211143396	6597.61907117021	1.10826971065944	-1.97181320051777	0.134664345890997	0.936711785179341	0.507570118618332	4.26075521498888	4459.78754505994	5057.6700053357	0.211734804704065	5977.02885329321	6029.15233007942	6129.92591819275	2.47061881562422	1.94125781735283	-1.9178716320107	-0.530144116198244	0.288693318932474	1.71219116723296	3830.06748054832	4037.07597161525	0.828076051155222	6046.02591139284	5984.23320076929	5968.20340507552	-0.430166710249523	0.874570823908471	1.57636672662784	-4.02657064067625	-0.123676056609838	-5.4767118187483	1469.67550491405	1532.55645166756	-3.04019817359585	5210.74175155212	4805.21115424739	5102.27186598123	-0.0176473852093295	0.763933340757376	-1.06347823768147	5.2072971375901
	27	2.66320290145813	2.9463822341404	58.2649479046995	78.2338119789183	3.83283317649511	5455.24561414056	5210.47101374795	5615.37536930081	-0.0622701835686712	4.95966031275748	-0.638773732879599	3.60504779059465	3.49532826154109	-0.538797465172138	6555.97390984841	6533.74673629971	0.204296951251308	5647.42282150616	6039.72783809886	6032.56161141531	4.16172197590504	2.17947191592339	-2.55560998462943	-5.35839174141438	-1.45272396623614	0.190421511136719	6646.15972241098	6559.64362783343	-2.85117728072873	6462.89280132449	6349.14649887285	6778.69855840058	-1.25141352132414	-1.4041773601266	4.62315154601902	0.0388222288243014	2.81820010557794	0.131678461907086	5603.71727654796	5991.80036927415	-0.520212262696077	6108.59957919905	6313.78875115356	6642.34116318609	1.18125364812886	3.85629704873418	-3.5414473805331	3.77225621706293	3.10522739331827	3.27864045169463	4994.09224875779	5908.66125619253	0.494736264734456	6483.5632439891	6484.30086413174	6621.3675091881	2.165635312223	-2.8430042021364	3.36328397304396	-1.56589587150256	2.59379726697762	1.54654298479227	4619.40796194627	5230.85397904688	2.64119268399463	6004.61897759124	6061.27671407615	6156.5305831967	0.0994536887696995	-3.59453177030173	-1.70985735655995	-0.354979933406867	-2.91981844206657	3.38477284507644	4244.82207993119	4497.56142669335	0.0401612893706442	6093.40799426865	6024.71603010224	6003.96339733054	1.3156239382829	5.25010130323744	-4.5065263435713	0.449733776307767	2.52393235538602	1.2916319767678	2070.67409658601	2229.37223953294	0.371109241080376	5259.0741282463	4836.21079564139	5152.55385291541	-0.50905125487543	1.15403544264655	-0.690173544782283	7.55409943510176
